store_nbr,store_name,chain_name,store_state,target,total_orders,total_items,total_brands,total_sales,total_qty,avg_invoice_value,sales_per_order,qty_per_order,items_per_order,brands_per_order
34340,PIGGLY WIGGLY 340,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,100,212,7,24876.2697,620,42.0918269,248.762697,6.2,2.12,0.07
34314,PIGGLY WIGGLY 286,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,183,276,9,32566.3715,806,41.85908933,177.9583142,4.404371585,1.508196721,0.049180328
34283,PIGGLY WIGGLY 161,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,231,273,9,50035.7757,1261,45.0367018,216.6050896,5.458874459,1.181818182,0.038961039
34438,MAC'S GENERAL MDSE,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,1,6,1,173.8528,6,28.97546667,173.8528,6,6,1
34304,PIGGLY WIGGLY 299,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,189,276,10,35080.9747,904,39.46116389,185.6136228,4.783068783,1.46031746,0.052910053
34398,BILLY'S SUPERMARKET,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,6,10,4,531.5938,10,53.15938,88.59896667,1.666666667,1.666666667,0.666666667
34268,PIGGLY WIGGLY 188,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,140,256,7,25640.9771,651,39.50843929,183.1498364,4.65,1.828571429,0.05
34212,PIGGLY WIGGLY 101,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,196,217,7,50199.0021,1390,44.18926241,256.1173577,7.091836735,1.107142857,0.035714286
34318,SEABRA FOODS #10,PIGGLY WIGGLY CAROLINA COMPANY,FL,0,35,48,5,2007.0918,60,33.45153,57.34548,1.714285714,1.371428571,0.142857143
34353,PIGGLY WIGGLY 353,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,161,253,8,33005.7029,787,42.31500372,205.0043658,4.888198758,1.571428571,0.049689441
34416,FRISCO SHOPPING CENTER,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,14,16,5,1206.8589,25,48.274356,86.20420714,1.785714286,1.142857143,0.357142857
34439,MARITIME MARKET,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,1,1,1,1608.6465,27,1608.6465,1608.6465,27,1,1
34278,FOGLE - PIGGLY WIGGLY 179,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,342,298,10,91966.2982,2308,41.11144309,268.9073047,6.748538012,0.871345029,0.029239766
34291,PIGGLY WIGGLY 157,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,223,304,14,49870.7898,1170,44.36903007,223.6358287,5.246636771,1.3632287,0.062780269
34395,ACRES STATION MEAT FRM,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,5,6,2,219.1897,7,31.31281429,43.83794,1.4,1.2,0.4
34258,PIGGLY WIGGLY 178,PIGGLY WIGGLY CAROLINA COMPANY,GA,1,166,278,8,37647.1687,918,41.55316634,226.7901729,5.530120482,1.674698795,0.048192771
34225,MCLEOD - PIGGLY WIGGLY 88,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,193,243,7,37276.5498,779,50.30573522,193.1427451,4.03626943,1.259067358,0.03626943
34411,FAMILY SUPERMARKET  (GA),PIGGLY WIGGLY CAROLINA COMPANY,GA,1,10,49,6,3670.1686,111,42.67637907,367.01686,11.1,4.9,0.6
34319,SEABRA FOODS #14,PIGGLY WIGGLY CAROLINA COMPANY,FL,0,89,96,6,11109.1976,255,44.08411746,124.8224449,2.865168539,1.078651685,0.06741573
34330,PIGGLY WIGGLY 280,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,86,127,5,8654.9099,231,38.46626622,100.6384872,2.686046512,1.476744186,0.058139535
34207,FOGLE - PIGGLY WIGGLY 119,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,251,246,9,72134.4767,1867,49.23855065,287.3883534,7.438247012,0.980079681,0.035856574
34316,SEABRA FOODS #40,PIGGLY WIGGLY CAROLINA COMPANY,FL,0,90,119,5,19375.9346,412,49.05299899,215.2881622,4.577777778,1.322222222,0.055555556
34263,PIGGLY WIGGLY 183,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,166,291,13,27803.634,690,40.53007872,167.4917711,4.156626506,1.753012048,0.078313253
34307,PIGGLY WIGGLY 307,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,107,178,8,21684.1018,699,33.41155901,202.655157,6.53271028,1.663551402,0.074766355
34367,PIGGLY WIGGLY 326,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,83,222,7,15063.5324,380,39.95631936,181.4883422,4.578313253,2.674698795,0.084337349
34292,PIGGLY WIGGLY 158,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,201,287,10,42565.481,1112,43.43416429,211.7685622,5.532338308,1.427860697,0.049751244
34349,KING'S RED & WHITE,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,64,81,6,6695.9411,146,47.48894397,104.6240797,2.28125,1.265625,0.09375
34426,JEKYLL MARKET,PIGGLY WIGGLY CAROLINA COMPANY,GA,0,29,29,7,2412.8355,71,34.46907857,83.20122414,2.448275862,1,0.24137931
34428,KITES R&W,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,6,19,6,746.3401,19,39.28105789,124.3900167,3.166666667,3.166666667,1
34310,PIGGLY WIGGLY 310,PIGGLY WIGGLY CAROLINA COMPANY,GA,1,217,267,8,46936.4807,1115,46.24283813,216.2971461,5.138248848,1.230414747,0.036866359
34301,PIGGLY WIGGLY 277,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,117,268,7,29679.8948,744,40.93778593,253.6743145,6.358974359,2.290598291,0.05982906
34202,PIGGLY WIGGLY 62,PIGGLY WIGGLY CAROLINA COMPANY,GA,1,140,216,8,31080.7381,797,39.79607951,222.0052721,5.692857143,1.542857143,0.057142857
34455,SHARPSBURG GROCERY,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,7,8,3,311.3886,8,38.923575,44.48408571,1.142857143,1.142857143,0.428571429
34205,MCLEOD - PIGGLY WIGGLY 78,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,186,265,7,48638.8786,1038,47.49890488,261.4993473,5.580645161,1.424731183,0.037634409
34434,LONG BRANCH COUNTRY STORE,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,14,21,5,844.12,26,32.46615385,60.29428571,1.857142857,1.5,0.357142857
34431,LARRY'S SUPERMARKET,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,12,10,4,1042.9779,20,52.148895,86.914825,1.666666667,0.833333333,0.333333333
34264,PIGGLY WIGGLY 184,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,164,257,8,38520.1089,969,40.50484637,234.8787128,5.908536585,1.567073171,0.048780488
34414,FOOD PRIDE GRIFTON,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,5,8,3,307.6713,9,34.1857,61.53426,1.8,1.6,0.6
34286,PIGGLY WIGGLY 170,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,120,258,7,30144.5072,763,40.35409264,251.2042267,6.358333333,2.15,0.058333333
34453,SAM'S SUPERETTE,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,2,6,3,286.49,6,47.74833333,143.245,3,3,1.5
34345,PIGGLY WIGGLY 345,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,90,212,7,21346.3177,534,44.01302619,237.1813078,5.933333333,2.355555556,0.077777778
34342,VIET HUONG,PIGGLY WIGGLY CAROLINA COMPANY,GA,0,6,7,4,299.7607,9,33.30674444,49.96011667,1.5,1.166666667,0.666666667
34341,PIGGLY WIGGLY 23,PIGGLY WIGGLY CAROLINA COMPANY,VA,1,80,119,6,6520.3067,194,33.60982835,81.50383375,2.425,1.4875,0.075
34444,NORTHSIDE SUPERETTE,PIGGLY WIGGLY CAROLINA COMPANY,GA,0,2,5,2,195.8617,5,39.17234,97.93085,2.5,2.5,1
34300,PIGGLY WIGGLY 283,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,120,246,8,22528.0093,518,46.258746,187.7334108,4.316666667,2.05,0.066666667
34413,FOOD GIANT,PIGGLY WIGGLY CAROLINA COMPANY,VA,0,8,33,5,1424.1966,36,40.69133143,178.024575,4.5,4.125,0.625
34363,ISLAND CONVENIENCE,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,1,7,3,172.4853,7,24.64075714,172.4853,7,7,3
34339,PIGGLY WIGGLY 339,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,89,169,7,11395.0247,268,42.51874888,128.0339854,3.011235955,1.898876404,0.078651685
34465,WHALEY'S SUPERMARKET,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,19,21,5,1140.3183,26,43.85839615,60.01675263,1.368421053,1.105263158,0.263157895
34290,PIGGLY WIGGLY 199,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,220,279,10,41662.3673,1103,38.82792852,189.3743968,5.013636364,1.268181818,0.045454545
34402,DOUBLE AA MART,PIGGLY WIGGLY CAROLINA COMPANY,VA,0,3,6,1,169.3041,6,28.21735,56.4347,2,2,0.333333333
34228,PIGGLY WIGGLY 72,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,171,281,8,37508.578,951,39.77579852,219.3484094,5.561403509,1.643274854,0.046783626
34265,PIGGLY WIGGLY 185,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,215,267,8,46636.3126,1115,42.51259125,216.9130819,5.186046512,1.241860465,0.037209302
34221,FOGLE - PIGGLY WIGGLY 117,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,207,272,7,59028.4055,1450,41.89382931,285.1613792,7.004830918,1.314009662,0.033816425
34214,MCLEOD - PIGGLY WIGGLY 32,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,223,275,7,42965.2108,956,45.36981077,192.6691067,4.286995516,1.233183857,0.031390135
34329,PIGGLY WIGGLY 14,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,86,128,7,10583.1022,243,43.55186091,123.0593279,2.825581395,1.488372093,0.081395349
34262,PIGGLY WIGGLY 182,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,246,292,10,58334.1476,1446,42.76697038,237.1306813,5.87804878,1.18699187,0.040650407
34376,HILLS FOOD STORE  # 12,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,86,115,8,9437.6608,233,40.67957241,109.7402419,2.709302326,1.337209302,0.093023256
34449,PENHOOK MINUTE MKT,PIGGLY WIGGLY CAROLINA COMPANY,VA,1,9,13,5,556.4251,17,32.73088824,61.82501111,1.888888889,1.444444444,0.555555556
34343,H&D SUPERMARKET,PIGGLY WIGGLY CAROLINA COMPANY,SC,0,9,66,6,3316.1531,93,35.65756022,368.4614556,10.33333333,7.333333333,0.666666667
34452,SALYERS FAMILY MARKET,PIGGLY WIGGLY CAROLINA COMPANY,WV,0,34,24,6,2901.9646,66,43.96916061,85.3519,1.941176471,0.705882353,0.176470588
34227,MCLEOD - PIGGLY WIGGLY 91,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,206,257,7,48293.4009,1131,44.71611194,234.433985,5.490291262,1.247572816,0.033980583
34462,TRENT'S GENERAL STORE (VA),PIGGLY WIGGLY CAROLINA COMPANY,WV,0,11,12,4,723.6917,15,48.24611333,65.79015455,1.363636364,1.090909091,0.363636364
34305,FOGLE - PIGGLY WIGGLY 306,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,203,273,7,58984.9373,1460,40.96176201,290.5661936,7.192118227,1.344827586,0.034482759
34464,WALTERBORO IGA,PIGGLY WIGGLY CAROLINA COMPANY,SC,0,4,6,0,2957.5797,12,492.92995,739.394925,3,1.5,0
34294,PIGGLY WIGGLY 149,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,103,237,7,20904.7965,540,40.04750287,202.9591893,5.242718447,2.300970874,0.067961165
34399,BUFORD FARMERS MARKET,PIGGLY WIGGLY CAROLINA COMPANY,GA,0,7,5,1,766.5022,11,85.16691111,109.5003143,1.571428571,0.714285714,0.142857143
34226,MCLEOD - PIGGLY WIGGLY 90,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,198,272,7,49271.022,1037,49.07472311,248.8435455,5.237373737,1.373737374,0.035353535
34289,PIGGLY WIGGLY 174,PIGGLY WIGGLY CAROLINA COMPANY,GA,1,186,256,11,42020.5678,927,47.00287226,225.9170312,4.983870968,1.376344086,0.059139785
34285,FOGLE - PIGGLY WIGGLY 120,PIGGLY WIGGLY CAROLINA COMPANY,SC,0,3,3,0,15379.5744,36,5126.5248,5126.5248,12,1,0
34230,MCLEOD - PIGGLY WIGGLY 39,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,153,194,7,25857.5024,510,55.48820258,169.0032837,3.333333333,1.267973856,0.045751634
34410,FAMILY FOODS-GATES,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,33,36,7,3543.8629,75,48.54606712,107.3897848,2.272727273,1.090909091,0.212121212
34377,HILL'S FOOD STORE  #1,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,51,106,8,6894.8681,154,45.06449739,135.1934922,3.019607843,2.078431373,0.156862745
34323,SEABRA FOODS #15,PIGGLY WIGGLY CAROLINA COMPANY,FL,0,57,87,5,4237.6386,101,41.95681782,74.34453684,1.771929825,1.526315789,0.087719298
34379,HILLS FOOD STORE # 21,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,62,131,6,10295.8211,243,45.75920489,166.0616306,3.919354839,2.112903226,0.096774194
34351,PIGGLY WIGGLY 351,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,139,221,7,24069.4649,631,38.1449523,173.161618,4.539568345,1.589928058,0.050359712
34276,PIGGLY WIGGLY 196,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,103,238,8,24210.4738,630,39.62434337,235.0531437,6.116504854,2.310679612,0.077669903
34287,PIGGLY WIGGLY 171,PIGGLY WIGGLY CAROLINA COMPANY,GA,1,188,251,9,38332.3486,876,45.09688071,203.8954713,4.659574468,1.335106383,0.04787234
34352,PIGGLY WIGGLY 352,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,76,159,7,14094.0903,333,42.3245955,185.4485566,4.381578947,2.092105263,0.092105263
34260,FOGLE - PIGGLY WIGGLY 180,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,158,268,7,37854.6718,967,41.41648993,239.5865304,6.120253165,1.696202532,0.044303797
34267,PIGGLY WIGGLY 187,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,114,214,7,21312.0417,528,40.44030683,186.9477342,4.631578947,1.877192982,0.061403509
34441,MOON'S SUPERMARKET,PIGGLY WIGGLY CAROLINA COMPANY,GA,0,5,13,3,725.0502,16,45.3156375,145.01004,3.2,2.6,0.6
34375,HILL'S  FOOD STORE  # 3,PIGGLY WIGGLY CAROLINA COMPANY,NC,1,85,102,7,9322.8926,217,43.16153981,109.6810894,2.552941176,1.2,0.082352941
34456,SHUMAN FOODS,PIGGLY WIGGLY CAROLINA COMPANY,SC,0,10,18,5,932.7204,20,46.63602,93.27204,2,1.8,0.5
34279,PIGGLY WIGGLY 197,PIGGLY WIGGLY CAROLINA COMPANY,SC,1,147,255,7,24377.6534,592,41.2481445,165.8343769,4.027210884,1.734693878,0.047619048
34422,HENDERSON  *(GA),PIGGLY WIGGLY CAROLINA COMPANY,GA,1,11,18,6,1068.4321,23,46.45356957,97.13019091,2.090909091,1.636363636,0.545454545
34409,EFLAND SUPERMARKET,PIGGLY WIGGLY CAROLINA COMPANY,NC,0,1,1,1,39.7671,1,39.7671,39.7671,1,1,1
50146,RAY'S #50,PNW INDEPENDENTS,OR,1,79,125,7,22687,508,45.46492986,287.1772152,6.430379747,1.582278481,0.088607595
50081,HARVEST MARKET - WHITE SALMON,PNW INDEPENDENTS,WA,0,43,84,7,12601.44,272,46.672,293.0567442,6.325581395,1.953488372,0.162790698
50155,RAY'S #64,PNW INDEPENDENTS,CA,1,85,130,8,26091.74,633,42.35672078,306.9616471,7.447058824,1.529411765,0.094117647
50159,RAY'S #75,PNW INDEPENDENTS,CA,1,98,84,8,25700.49,595,47.33055249,262.249898,6.071428571,0.857142857,0.081632653
50013,CHESTER'S - LINCOLN BEACH,PNW INDEPENDENTS,OR,1,160,146,13,26024,686,39.25188537,162.65,4.2875,0.9125,0.08125
50021,MCKAY'S MARKET #17,PNW INDEPENDENTS,OR,0,74,87,6,15971.27,368,43.51844687,215.827973,4.972972973,1.175675676,0.081081081
50158,BRUNO'S SHOP SMART #73,PNW INDEPENDENTS,CA,1,81,148,9,32999.85,705,50.769,407.4055556,8.703703704,1.827160494,0.111111111
50020,MCKAY'S MARKET #14,PNW INDEPENDENTS,OR,0,68,76,6,10624.13,239,45.40226496,156.2372059,3.514705882,1.117647059,0.088235294
50835,THE MARKET AT BIRCH BAY-CPU,PNW INDEPENDENTS,WA,0,8,47,11,2329.06,61,40.1562069,291.1325,7.625,5.875,1.375
50134,RAY'S #23,PNW INDEPENDENTS,CA,1,95,108,8,13556.94,301,46.42787671,142.7046316,3.168421053,1.136842105,0.084210526
50838,WAPATO INTERNATIONAL MARKETPLACE-CPU,PNW INDEPENDENTS,WA,0,4,27,6,1308.43,34,40.8884375,327.1075,8.5,6.75,1.5
50222,FOODLINX #518,PNW INDEPENDENTS,CA,0,5,54,6,11287.44,278,209.0266667,2257.488,55.6,10.8,1.2
50230,FOODLINX #526,PNW INDEPENDENTS,CA,0,3,15,6,723.46,22,48.23066667,241.1533333,7.333333333,5,2
50077,OLIVER LEMON'S -TERREBONNE,PNW INDEPENDENTS,OR,1,50,60,7,7710.71,182,42.36653846,154.2142,3.64,1.2,0.14
50026,LOCAL ACRES MARKETPLACE,PNW INDEPENDENTS,OR,0,24,47,7,7143.08,75,125.317193,297.6283333,3.125,1.958333333,0.291666667
50139,SHOP SMART #32,PNW INDEPENDENTS,CA,1,122,120,8,31158.3,732,44.89668588,255.3959016,6,0.983606557,0.06557377
50258,AURORA SUPER SAVER,PNW INDEPENDENTS,WA,0,11,21,2,2010.89,59,43.715,182.8081818,5.363636364,1.909090909,0.181818182
50019,MCKAY'S MARKET #11,PNW INDEPENDENTS,OR,0,78,107,6,32350.96,716,45.50064698,414.7558974,9.179487179,1.371794872,0.076923077
50142,RAY'S #43,PNW INDEPENDENTS,OR,1,84,112,9,10627.59,244,44.8421519,126.5189286,2.904761905,1.333333333,0.107142857
50229,FOODLINX #525,PNW INDEPENDENTS,CA,0,10,33,5,9232.6,173,242.9631579,923.26,17.3,3.3,0.5
50161,C&K MARKET #77,PNW INDEPENDENTS,OR,1,82,70,9,7691.81,175,44.2058046,93.80256098,2.134146341,0.853658537,0.109756098
50246,FOODLINX #542,PNW INDEPENDENTS,CA,0,1,1,1,346.5,10,346.5,346.5,10,1,1
50839,THE MARKET WAREHOUSE PROMO-CPU,PNW INDEPENDENTS,WA,0,2,3,0,8807.01,20,2935.67,4403.505,10,1.5,0
50156,RAY'S #66,PNW INDEPENDENTS,OR,1,97,110,9,16341.9,356,46.29433428,168.4731959,3.670103093,1.134020619,0.092783505
50220,FOODLINX #516,PNW INDEPENDENTS,CA,0,7,17,4,6309.06,183,371.1211765,901.2942857,26.14285714,2.428571429,0.571428571
50564,BEST BUY LEMOORE #47815/#86826,PNW INDEPENDENTS,CA,0,1,1,1,26.95,1,26.95,26.95,1,1,1
50154,RAY'S #63,PNW INDEPENDENTS,OR,1,93,95,7,12688.25,275,46.13909091,136.4327957,2.956989247,1.021505376,0.075268817
50252,FOODLINX #548 FULL PALLET,PNW INDEPENDENTS,CA,0,1,1,1,1188,36,1188,1188,36,1,1
50380,VALLEY HARVEST INTL MKT,PNW INDEPENDENTS,WA,0,3,3,1,1522.32,4,507.44,507.44,1.333333333,1,0.333333333
50127,RAY'S #7,PNW INDEPENDENTS,CA,1,112,126,9,21192.52,489,43.96788382,189.2189286,4.366071429,1.125,0.080357143
50189,LEPREKON #5 (MOSES LAKE),PNW INDEPENDENTS,WA,1,32,10,4,1285.45,59,21.78728814,40.1703125,1.84375,0.3125,0.125
50107,KENT SUPER SAVER FOODS,PNW INDEPENDENTS,WA,0,44,72,6,11403.4,262,45.07272727,259.1681818,5.954545455,1.636363636,0.136363636
50080,HARVEST MARKET - ESTACADA,PNW INDEPENDENTS,OR,0,16,35,7,1942.15,45,43.15888889,121.384375,2.8125,2.1875,0.4375
50058,AUBURN SUPER SAVER FOODS,PNW INDEPENDENTS,WA,0,44,59,6,7936.83,225,50.23310127,180.3825,5.113636364,1.340909091,0.136363636
50543,HOLLISTER SUPER,PNW INDEPENDENTS,CA,0,3,1,1,105.6,4,35.2,35.2,1.333333333,0.333333333,0.333333333
50381,CENTER MARKET #34,PNW INDEPENDENTS,OR,1,15,26,9,1420.99,37,38.40513514,94.73266667,2.466666667,1.733333333,0.6
50003,FIESTA FOODS OF YAKIMA,PNW INDEPENDENTS,WA,0,94,76,8,19770.94,431,63.36839744,210.3291489,4.585106383,0.808510638,0.085106383
50040,HARBOR WHOLESALE FOODS,PNW INDEPENDENTS,WA,1,9,2,1,1340.2,43,148.9111111,148.9111111,4.777777778,0.222222222,0.111111111
50254,FOODLINX #550 FULL PALLET,PNW INDEPENDENTS,CA,0,4,5,2,4166.06,142,833.212,1041.515,35.5,1.25,0.5
50022,MCKAY'S MARKET #28,PNW INDEPENDENTS,OR,0,83,104,6,24783.66,512,49.27168986,298.5983133,6.168674699,1.253012048,0.072289157
50837,IGA MARKET BLAINE-CPU,PNW INDEPENDENTS,WA,0,8,42,12,2396.01,65,45.20773585,299.50125,8.125,5.25,1.5
50235,FOODLINX #531,PNW INDEPENDENTS,CA,0,1,3,0,1108.8,32,369.6,1108.8,32,3,0
50228,FOODLINX #524,PNW INDEPENDENTS,CA,0,11,34,8,7193.27,214,199.8130556,653.9336364,19.45454545,3.090909091,0.727272727
50311,EL TORITO MEDFORD,PNW INDEPENDENTS,OR,1,15,16,8,1215.09,25,48.6036,81.006,1.666666667,1.066666667,0.533333333
50147,RAY'S #52,PNW INDEPENDENTS,CA,1,51,121,9,15624.28,339,47.49021277,306.3584314,6.647058824,2.37254902,0.176470588
50831,THE MARKET CORPORATE HQ-CPU,PNW INDEPENDENTS,WA,0,1,9,3,582.38,13,64.70888889,582.38,13,9,3
50037,JACK'S COUNTRY STORE,PNW INDEPENDENTS,WA,1,79,91,12,14585.24,189,82.87068182,184.6232911,2.392405063,1.151898734,0.151898734
50145,RAY'S #47,PNW INDEPENDENTS,CA,1,87,134,9,25478.29,577,47.26955473,292.853908,6.632183908,1.540229885,0.103448276
50195,MCKAY'S MARKET #27,PNW INDEPENDENTS,OR,0,73,92,6,12769.2,270,47.29333333,174.9205479,3.698630137,1.260273973,0.082191781
50179,EL TORITO SUPERMARKET,PNW INDEPENDENTS,OR,0,43,18,4,4584.16,82,56.5945679,106.6083721,1.906976744,0.418604651,0.093023256
50130,RAY'S #10,PNW INDEPENDENTS,OR,1,57,108,8,7275.51,166,43.82837349,127.6405263,2.912280702,1.894736842,0.140350877
50162,RAY'S #81,PNW INDEPENDENTS,OR,1,22,59,8,3474.36,78,45.12155844,157.9254545,3.545454545,2.681818182,0.363636364
50103,LA TAPATIA SALEM,PNW INDEPENDENTS,OR,0,31,18,4,4139.64,74,55.94108108,133.5367742,2.387096774,0.580645161,0.129032258
50015,MCKAY'S MARKET #1,PNW INDEPENDENTS,OR,0,78,79,7,12973.16,278,47.0042029,166.3225641,3.564102564,1.012820513,0.08974359
50236,FOODLINX #532,PNW INDEPENDENTS,CA,0,1,1,1,1188,36,1188,1188,36,1,1
50041,HARBOR WHOLESALE ROSEBURG,PNW INDEPENDENTS,OR,1,7,2,1,707.27,25,101.0385714,101.0385714,3.571428571,0.285714286,0.142857143
50186,CEDAR VILLAGE IGA,PNW INDEPENDENTS,WA,0,47,72,8,8595.09,174,49.97145349,182.8742553,3.70212766,1.531914894,0.170212766
50141,RAY'S #42,PNW INDEPENDENTS,CA,1,94,128,8,28228.16,626,46.6581157,300.2995745,6.659574468,1.361702128,0.085106383
50227,FOODLINX #523,PNW INDEPENDENTS,CA,0,6,14,4,6041.15,185,431.5107143,1006.858333,30.83333333,2.333333333,0.666666667
50063,ROTH'S FOOD CENTER/WAREHOUSE,PNW INDEPENDENTS,OR,0,1,3,1,685.41,33,228.47,685.41,33,3,1
50143,RAY'S #44,PNW INDEPENDENTS,OR,1,107,146,8,36825.15,786,48.64616909,344.1602804,7.345794393,1.364485981,0.074766355
50011,CHESTER'S - JOHN DAY,PNW INDEPENDENTS,OR,1,194,192,15,77010.37,1857,42.33665201,396.9606701,9.572164948,0.989690722,0.077319588
50128,RAY'S #8,PNW INDEPENDENTS,OR,1,75,114,8,14112.59,331,43.96445483,188.1678667,4.413333333,1.52,0.106666667
50239,FOODLINX #535,PNW INDEPENDENTS,CA,0,11,43,6,14074.75,392,287.2397959,1279.522727,35.63636364,3.909090909,0.545454545
50157,RAY'S #71,PNW INDEPENDENTS,OR,1,91,110,8,13537.87,316,43.11423567,148.7678022,3.472527473,1.208791209,0.087912088
50225,FOODLINX #521,PNW INDEPENDENTS,CA,0,1,3,1,524.48,10,174.8266667,524.48,10,3,1
50833,EVERSON MARKET-CPU,PNW INDEPENDENTS,WA,0,6,31,9,1435.72,40,39.88111111,239.2866667,6.666666667,5.166666667,1.5
50223,FOODLINX #519,PNW INDEPENDENTS,CA,0,5,46,5,8534.12,222,185.5243478,1706.824,44.4,9.2,1
50079,NEWPORT AVENUE MARKET,PNW INDEPENDENTS,OR,0,102,40,7,24664.3,567,44.3602518,241.8068627,5.558823529,0.392156863,0.068627451
50238,FOODLINX #534,PNW INDEPENDENTS,CA,0,5,11,3,9158.19,164,482.01,1831.638,32.8,2.2,0.6
50012,CHESTER'S - PACIFIC CITY,PNW INDEPENDENTS,OR,1,153,92,11,22012.4,553,40.46397059,143.8718954,3.614379085,0.60130719,0.071895425
50177,EL TORITO MEAT MARKET,PNW INDEPENDENTS,OR,1,23,16,7,1681.42,32,52.544375,73.10521739,1.391304348,0.695652174,0.304347826
50131,RAY'S #12,PNW INDEPENDENTS,OR,1,92,102,8,14346.11,320,45.25586751,155.9359783,3.47826087,1.108695652,0.086956522
50002,FIESTA FOODS OF SUNNYSIDE,PNW INDEPENDENTS,WA,0,104,76,8,20867.33,459,58.78121127,200.6474038,4.413461538,0.730769231,0.076923077
50016,MCKAY'S MARKET #4,PNW INDEPENDENTS,OR,0,78,124,6,41882.9,870,48.30784314,536.9602564,11.15384615,1.58974359,0.076923077
50153,RAY'S #61,PNW INDEPENDENTS,OR,1,70,113,8,10705.9,244,43.87663934,152.9414286,3.485714286,1.614285714,0.114285714
50008,MEGA FOODS - SALEM,PNW INDEPENDENTS,OR,1,129,184,9,63539.57,1170,55.15587674,492.5548062,9.069767442,1.426356589,0.069767442
50056,OAK HARBOR SUPER SAVER FOODS,PNW INDEPENDENTS,WA,0,67,119,12,25045.78,625,44.48628774,373.8176119,9.328358209,1.776119403,0.179104478
50211,FOODLINX #507,PNW INDEPENDENTS,CA,0,1,6,2,2550.18,51,425.03,2550.18,51,6,2
50085,WRAY'S MARKETFRESH IGA SOUTHGATE,PNW INDEPENDENTS,WA,0,3,3,0,2401.4,5,800.4666667,800.4666667,1.666666667,1,0
50132,RAY'S #17,PNW INDEPENDENTS,OR,1,107,139,8,29432.72,657,45.84535826,275.0721495,6.140186916,1.299065421,0.074766355
50023,MCKAY'S WAREHOUSE,PNW INDEPENDENTS,OR,0,6,6,0,16078.54,30,2679.756667,2679.756667,5,1,0
50234,FOODLINX #530,PNW INDEPENDENTS,CA,0,5,24,5,4053.25,94,168.8854167,810.65,18.8,4.8,1
50001,FIESTA FOODS - PASCO,PNW INDEPENDENTS,WA,0,110,87,7,22492.06,506,51.94471132,204.4732727,4.6,0.790909091,0.063636364
